DATIM_Indicator_Category,facility,ward,subcounty,county,Datim_Facility_UID,DATIM_Disag_ID,DATIM_Disag_Name,datim_data
TX_CURR,Malaba Dispensary,Malaba Central Ward,Teso North Sub County,Busia County,XmZknqebhJ5, ,15+ | Female,7
TX_CURR,Tom Mboya Memorial Sub-County Hospital,Rusinga Island Ward,Mbita Sub County,Homa Bay County,XHd4AoLL43y,uURluLqPIJ5,<15 | Unknown Sex,14
TX_CURR,Tom Mboya Memorial Sub-County Hospital,Rusinga Island Ward,Mbita Sub County,Homa Bay County,XHd4AoLL43y,Yf1BiWq71NE,15+ | Female,254
TX_CURR,St Pius Musoli Health Centre,Idakho Central Ward,Ikolomani Sub County,Kakamega County,IjWeEwkv8uY,Yf1BiWq71NE,15+ | Female,16
TX_CURR,St Pius Musoli Health Centre,Idakho Central Ward,Ikolomani Sub County,Kakamega County,IjWeEwkv8uY,XX7hDj6iz0D,15+ | Male,5
TX_CURR,St Pius Musoli Health Centre,Idakho Central Ward,Ikolomani Sub County,Kakamega County,IjWeEwkv8uY,Yf1BiWq71NE,15+ | Female,21
TX_CURR,St Pius Musoli Health Centre,Idakho Central Ward,Ikolomani Sub County,Kakamega County,IjWeEwkv8uY,chrwpNxHlQQ,<15 | Female,6
TX_CURR,St Pius Musoli Health Centre,Idakho Central Ward,Ikolomani Sub County,Kakamega County,IjWeEwkv8uY,zHSL7ATXJib,<15 | Male,11
TX_CURR,St Pius Musoli Health Centre,Idakho Central Ward,Ikolomani Sub County,Kakamega County,IjWeEwkv8uY,XX7hDj6iz0D,15+ | Male,16
TX_CURR,St Pius Musoli Health Centre,Idakho Central Ward,Ikolomani Sub County,Kakamega County,IjWeEwkv8uY,XX7hDj6iz0D,15+ | Male,133
TX_CURR,St Pius Musoli Health Centre,Idakho Central Ward,Ikolomani Sub County,Kakamega County,IjWeEwkv8uY,uURluLqPIJ5,<15 | Unknown Sex,3
TX_CURR,St Pius Musoli Health Centre,Idakho Central Ward,Ikolomani Sub County,Kakamega County,IjWeEwkv8uY,uURluLqPIJ5,<15 | Unknown Sex,11
TX_CURR,St Pius Musoli Health Centre,Idakho Central Ward,Ikolomani Sub County,Kakamega County,IjWeEwkv8uY,Yf1BiWq71NE,15+ | Female,356
TX_CURR,Entanke Dispensary,Bomariba Ward,Bonchari Sub County,Kisii County,NO2cXtfLFAC,Yf1BiWq71NE,15+ | Female,5
TX_CURR,Entanke Dispensary,Bomariba Ward,Bonchari Sub County,Kisii County,NO2cXtfLFAC,chrwpNxHlQQ,<15 | Female,2
TX_CURR,Entanke Dispensary,Bomariba Ward,Bonchari Sub County,Kisii County,NO2cXtfLFAC,zHSL7ATXJib,<15 | Male,1
TX_CURR,Entanke Dispensary,Bomariba Ward,Bonchari Sub County,Kisii County,NO2cXtfLFAC,XX7hDj6iz0D,15+ | Male,14
TX_CURR,Entanke Dispensary,Bomariba Ward,Bonchari Sub County,Kisii County,NO2cXtfLFAC,uURluLqPIJ5,<15 | Unknown Sex,1
TX_CURR,Entanke Dispensary,Bomariba Ward,Bonchari Sub County,Kisii County,NO2cXtfLFAC,Yf1BiWq71NE,15+ | Female,35
TX_CURR,Amaase Dispensary,Chakol South Ward,Teso South Sub County,Busia County,y970BRCblm2,Yf1BiWq71NE,15+ | Female,7
TX_CURR,Amaase Dispensary,Chakol South Ward,Teso South Sub County,Busia County,y970BRCblm2,Yf1BiWq71NE,15+ | Female,12
TX_CURR,Amaase Dispensary,Chakol South Ward,Teso South Sub County,Busia County,y970BRCblm2,chrwpNxHlQQ,<15 | Female,4
TX_CURR,Amaase Dispensary,Chakol South Ward,Teso South Sub County,Busia County,y970BRCblm2,zHSL7ATXJib,<15 | Male,6
TX_CURR,Amaase Dispensary,Chakol South Ward,Teso South Sub County,Busia County,y970BRCblm2,XX7hDj6iz0D,15+ | Male,6
TX_CURR,Amaase Dispensary,Chakol South Ward,Teso South Sub County,Busia County,y970BRCblm2,XX7hDj6iz0D,15+ | Male,65
TX_CURR,Amaase Dispensary,Chakol South Ward,Teso South Sub County,Busia County,y970BRCblm2,uURluLqPIJ5,<15 | Unknown Sex,8
TX_CURR,Amaase Dispensary,Chakol South Ward,Teso South Sub County,Busia County,y970BRCblm2,Yf1BiWq71NE,15+ | Female,116
TX_CURR,Cheborgei Health Centre,Cheboin Ward,Bureti Sub County,Kericho County,EhhNmtzVMsN,Yf1BiWq71NE,15+ | Female,3
TX_CURR,Cheborgei Health Centre,Cheboin Ward,Bureti Sub County,Kericho County,EhhNmtzVMsN,Yf1BiWq71NE,15+ | Female,16
TX_CURR,Cheborgei Health Centre,Cheboin Ward,Bureti Sub County,Kericho County,EhhNmtzVMsN,chrwpNxHlQQ,<15 | Female,2
TX_CURR,Cheborgei Health Centre,Cheboin Ward,Bureti Sub County,Kericho County,EhhNmtzVMsN,zHSL7ATXJib,<15 | Male,4
TX_CURR,Cheborgei Health Centre,Cheboin Ward,Bureti Sub County,Kericho County,EhhNmtzVMsN,XX7hDj6iz0D,15+ | Male,2
TX_CURR,Cheborgei Health Centre,Cheboin Ward,Bureti Sub County,Kericho County,EhhNmtzVMsN,XX7hDj6iz0D,15+ | Male,41
TX_CURR,Cheborgei Health Centre,Cheboin Ward,Bureti Sub County,Kericho County,EhhNmtzVMsN,uURluLqPIJ5,<15 | Unknown Sex,3
TX_CURR,Cheborgei Health Centre,Cheboin Ward,Bureti Sub County,Kericho County,EhhNmtzVMsN,Yf1BiWq71NE,15+ | Female,100
TX_CURR,St Monica Hospital (Town Clinic),Railways Ward,Kisumu Central Sub County,Kisumu County,LtVKvBVqvXQ,Yf1BiWq71NE,15+ | Female,24
TX_CURR,St Monica Hospital (Town Clinic),Railways Ward,Kisumu Central Sub County,Kisumu County,LtVKvBVqvXQ,XX7hDj6iz0D,15+ | Male,9
TX_CURR,St Monica Hospital (Town Clinic),Railways Ward,Kisumu Central Sub County,Kisumu County,LtVKvBVqvXQ,Yf1BiWq71NE,15+ | Female,26
TX_CURR,St Monica Hospital (Town Clinic),Railways Ward,Kisumu Central Sub County,Kisumu County,LtVKvBVqvXQ,chrwpNxHlQQ,<15 | Female,13
TX_CURR,St Monica Hospital (Town Clinic),Railways Ward,Kisumu Central Sub County,Kisumu County,LtVKvBVqvXQ,zHSL7ATXJib,<15 | Male,9
TX_CURR,St Monica Hospital (Town Clinic),Railways Ward,Kisumu Central Sub County,Kisumu County,LtVKvBVqvXQ,XX7hDj6iz0D,15+ | Male,11
TX_CURR,St Monica Hospital (Town Clinic),Railways Ward,Kisumu Central Sub County,Kisumu County,LtVKvBVqvXQ,XX7hDj6iz0D,15+ | Male,302
TX_CURR,St Monica Hospital (Town Clinic),Railways Ward,Kisumu Central Sub County,Kisumu County,LtVKvBVqvXQ,uURluLqPIJ5,<15 | Unknown Sex,16
TX_CURR,St Monica Hospital (Town Clinic),Railways Ward,Kisumu Central Sub County,Kisumu County,LtVKvBVqvXQ,Yf1BiWq71NE,15+ | Female,708
TX_CURR,Sagam Community Hospital,East Gem Ward,Gem Sub County,Siaya County,Ks3PdXQmEw0,Yf1BiWq71NE,15+ | Female,7
TX_CURR,Sagam Community Hospital,East Gem Ward,Gem Sub County,Siaya County,Ks3PdXQmEw0,XX7hDj6iz0D,15+ | Male,3
TX_CURR,Sagam Community Hospital,East Gem Ward,Gem Sub County,Siaya County,Ks3PdXQmEw0,Yf1BiWq71NE,15+ | Female,14
TX_CURR,Sagam Community Hospital,East Gem Ward,Gem Sub County,Siaya County,Ks3PdXQmEw0,chrwpNxHlQQ,<15 | Female,10
TX_CURR,Sagam Community Hospital,East Gem Ward,Gem Sub County,Siaya County,Ks3PdXQmEw0,zHSL7ATXJib,<15 | Male,8
TX_CURR,Sagam Community Hospital,East Gem Ward,Gem Sub County,Siaya County,Ks3PdXQmEw0,XX7hDj6iz0D,15+ | Male,1
TX_CURR,Sagam Community Hospital,East Gem Ward,Gem Sub County,Siaya County,Ks3PdXQmEw0,XX7hDj6iz0D,15+ | Male,108
TX_CURR,Sagam Community Hospital,East Gem Ward,Gem Sub County,Siaya County,Ks3PdXQmEw0,uURluLqPIJ5,<15 | Unknown Sex,8
TX_CURR,Sagam Community Hospital,East Gem Ward,Gem Sub County,Siaya County,Ks3PdXQmEw0,Yf1BiWq71NE,15+ | Female,225
TX_CURR,Sotik Highlands Dispensary,Mekenene Ward,Borabu Sub County,Nyamira County,aHXkTgpKpCJ,Yf1BiWq71NE,15+ | Female,2
TX_CURR,Sotik Highlands Dispensary,Mekenene Ward,Borabu Sub County,Nyamira County,aHXkTgpKpCJ,chrwpNxHlQQ,<15 | Female,1
TX_CURR,Sotik Highlands Dispensary,Mekenene Ward,Borabu Sub County,Nyamira County,aHXkTgpKpCJ,zHSL7ATXJib,<15 | Male,1
TX_CURR,Sotik Highlands Dispensary,Mekenene Ward,Borabu Sub County,Nyamira County,aHXkTgpKpCJ,XX7hDj6iz0D,15+ | Male,1
TX_CURR,Sotik Highlands Dispensary,Mekenene Ward,Borabu Sub County,Nyamira County,aHXkTgpKpCJ,XX7hDj6iz0D,15+ | Male,18
TX_CURR,Sotik Highlands Dispensary,Mekenene Ward,Borabu Sub County,Nyamira County,aHXkTgpKpCJ,Yf1BiWq71NE,15+ | Female,27
TX_CURR,Bahati District Hospital,Bahati Ward,Nakuru North Sub County,Nakuru County,WuLKOs2F6k2,Yf1BiWq71NE,15+ | Female,26
TX_CURR,Bahati District Hospital,Bahati Ward,Nakuru North Sub County,Nakuru County,WuLKOs2F6k2,XX7hDj6iz0D,15+ | Male,8
TX_CURR,Bahati District Hospital,Bahati Ward,Nakuru North Sub County,Nakuru County,WuLKOs2F6k2,Yf1BiWq71NE,15+ | Female,19
TX_CURR,Bahati District Hospital,Bahati Ward,Nakuru North Sub County,Nakuru County,WuLKOs2F6k2,chrwpNxHlQQ,<15 | Female,20
TX_CURR,Bahati District Hospital,Bahati Ward,Nakuru North Sub County,Nakuru County,WuLKOs2F6k2,zHSL7ATXJib,<15 | Male,19
TX_CURR,Bahati District Hospital,Bahati Ward,Nakuru North Sub County,Nakuru County,WuLKOs2F6k2,XX7hDj6iz0D,15+ | Male,17
TX_CURR,Bahati District Hospital,Bahati Ward,Nakuru North Sub County,Nakuru County,WuLKOs2F6k2,XX7hDj6iz0D,15+ | Male,313
TX_CURR,Bahati District Hospital,Bahati Ward,Nakuru North Sub County,Nakuru County,WuLKOs2F6k2,uURluLqPIJ5,<15 | Unknown Sex,1
TX_CURR,Bahati District Hospital,Bahati Ward,Nakuru North Sub County,Nakuru County,WuLKOs2F6k2,uURluLqPIJ5,<15 | Unknown Sex,29
TX_CURR,Bahati District Hospital,Bahati Ward,Nakuru North Sub County,Nakuru County,WuLKOs2F6k2,Yf1BiWq71NE,15+ | Female,679
TX_CURR,Administration Police Dispensary (Kisumu),Railways Ward,Kisumu Central Sub County,Kisumu County,idCFVvirJ6Z,Yf1BiWq71NE,15+ | Female,6
TX_CURR,Administration Police Dispensary (Kisumu),Railways Ward,Kisumu Central Sub County,Kisumu County,idCFVvirJ6Z,XX7hDj6iz0D,15+ | Male,47
TX_CURR,Administration Police Dispensary (Kisumu),Railways Ward,Kisumu Central Sub County,Kisumu County,idCFVvirJ6Z,Yf1BiWq71NE,15+ | Female,28
TX_CURR,Administration Police Dispensary (Kisumu),Railways Ward,Kisumu Central Sub County,Kisumu County,idCFVvirJ6Z,chrwpNxHlQQ,<15 | Female,3
TX_CURR,Administration Police Dispensary (Kisumu),Railways Ward,Kisumu Central Sub County,Kisumu County,idCFVvirJ6Z,zHSL7ATXJib,<15 | Male,4
TX_CURR,Administration Police Dispensary (Kisumu),Railways Ward,Kisumu Central Sub County,Kisumu County,idCFVvirJ6Z,XX7hDj6iz0D,15+ | Male,2
TX_CURR,Administration Police Dispensary (Kisumu),Railways Ward,Kisumu Central Sub County,Kisumu County,idCFVvirJ6Z,XX7hDj6iz0D,15+ | Male,89
TX_CURR,Administration Police Dispensary (Kisumu),Railways Ward,Kisumu Central Sub County,Kisumu County,idCFVvirJ6Z,uURluLqPIJ5,<15 | Unknown Sex,6
TX_CURR,Administration Police Dispensary (Kisumu),Railways Ward,Kisumu Central Sub County,Kisumu County,idCFVvirJ6Z,Yf1BiWq71NE,15+ | Female,209
TX_CURR,Kapkangani Health Centre,Kapkangani Ward,Emgwen Sub County,Nandi County,Uy8mCjPxkGV,Yf1BiWq71NE,15+ | Female,18
TX_CURR,Kapkangani Health Centre,Kapkangani Ward,Emgwen Sub County,Nandi County,Uy8mCjPxkGV,XX7hDj6iz0D,15+ | Male,5
TX_CURR,Kapkangani Health Centre,Kapkangani Ward,Emgwen Sub County,Nandi County,Uy8mCjPxkGV,Yf1BiWq71NE,15+ | Female,16
TX_CURR,Kapkangani Health Centre,Kapkangani Ward,Emgwen Sub County,Nandi County,Uy8mCjPxkGV,chrwpNxHlQQ,<15 | Female,15
TX_CURR,Kapkangani Health Centre,Kapkangani Ward,Emgwen Sub County,Nandi County,Uy8mCjPxkGV,zHSL7ATXJib,<15 | Male,13
TX_CURR,Kapkangani Health Centre,Kapkangani Ward,Emgwen Sub County,Nandi County,Uy8mCjPxkGV,XX7hDj6iz0D,15+ | Male,12
TX_CURR,Kapkangani Health Centre,Kapkangani Ward,Emgwen Sub County,Nandi County,Uy8mCjPxkGV,XX7hDj6iz0D,15+ | Male,122
TX_CURR,Kapkangani Health Centre,Kapkangani Ward,Emgwen Sub County,Nandi County,Uy8mCjPxkGV,uURluLqPIJ5,<15 | Unknown Sex,25
TX_CURR,Kapkangani Health Centre,Kapkangani Ward,Emgwen Sub County,Nandi County,Uy8mCjPxkGV,Yf1BiWq71NE,15+ | Female,321
TX_CURR,Tumaini Sondu Dice,South East Nyakach Ward,Nyakach Sub County,Kisumu County,ZCJuuee1YKx,Yf1BiWq71NE,15+ | Female,1
TX_CURR,Tumaini Sondu Dice,South East Nyakach Ward,Nyakach Sub County,Kisumu County,ZCJuuee1YKx,XX7hDj6iz0D,15+ | Male,1
TX_CURR,Tumaini Sondu Dice,South East Nyakach Ward,Nyakach Sub County,Kisumu County,ZCJuuee1YKx,Yf1BiWq71NE,15+ | Female,15
TX_CURR,Tumaini Sondu Dice,South East Nyakach Ward,Nyakach Sub County,Kisumu County,ZCJuuee1YKx,XX7hDj6iz0D,15+ | Male,13
TX_CURR,Tumaini Sondu Dice,South East Nyakach Ward,Nyakach Sub County,Kisumu County,ZCJuuee1YKx,Yf1BiWq71NE,15+ | Female,66
TX_CURR,St Boniface Dispensary,Kapkangani Ward,Emgwen Sub County,Nandi County,bfLf3R2JGkD,Yf1BiWq71NE,15+ | Female,4
TX_CURR,St Boniface Dispensary,Kapkangani Ward,Emgwen Sub County,Nandi County,bfLf3R2JGkD,zHSL7ATXJib,<15 | Male,1
TX_CURR,St Boniface Dispensary,Kapkangani Ward,Emgwen Sub County,Nandi County,bfLf3R2JGkD,XX7hDj6iz0D,15+ | Male,6
TX_CURR,St Boniface Dispensary,Kapkangani Ward,Emgwen Sub County,Nandi County,bfLf3R2JGkD,uURluLqPIJ5,<15 | Unknown Sex,2
TX_CURR,St Boniface Dispensary,Kapkangani Ward,Emgwen Sub County,Nandi County,bfLf3R2JGkD,Yf1BiWq71NE,15+ | Female,25
TX_CURR,Ngiitakito Dispensary,Lodwar Township Ward,Turkana Central Sub County,Turkana County,NAn9v8sKLn5,Yf1BiWq71NE,15+ | Female,1
TX_CURR,Ngiitakito Dispensary,Lodwar Township Ward,Turkana Central Sub County,Turkana County,NAn9v8sKLn5,XX7hDj6iz0D,15+ | Male,1
TX_CURR,Ngiitakito Dispensary,Lodwar Township Ward,Turkana Central Sub County,Turkana County,NAn9v8sKLn5,XX7hDj6iz0D,15+ | Male,7
TX_CURR,Ngiitakito Dispensary,Lodwar Township Ward,Turkana Central Sub County,Turkana County,NAn9v8sKLn5,uURluLqPIJ5,<15 | Unknown Sex,3
TX_CURR,Ngiitakito Dispensary,Lodwar Township Ward,Turkana Central Sub County,Turkana County,NAn9v8sKLn5,Yf1BiWq71NE,15+ | Female,24
TX_CURR,Rikendo Dispensary,Ibeno Ward,Nyaribari Chache Sub County,Kisii County,b5FMzkfa0be,XX7hDj6iz0D,15+ | Male,1
TX_CURR,Rikendo Dispensary,Ibeno Ward,Nyaribari Chache Sub County,Kisii County,b5FMzkfa0be,Yf1BiWq71NE,15+ | Female,1
TX_CURR,Rikendo Dispensary,Ibeno Ward,Nyaribari Chache Sub County,Kisii County,b5FMzkfa0be,chrwpNxHlQQ,<15 | Female,1
TX_CURR,Rikendo Dispensary,Ibeno Ward,Nyaribari Chache Sub County,Kisii County,b5FMzkfa0be,zHSL7ATXJib,<15 | Male,2
TX_CURR,Rikendo Dispensary,Ibeno Ward,Nyaribari Chache Sub County,Kisii County,b5FMzkfa0be,XX7hDj6iz0D,15+ | Male,16
TX_CURR,Rikendo Dispensary,Ibeno Ward,Nyaribari Chache Sub County,Kisii County,b5FMzkfa0be,uURluLqPIJ5,<15 | Unknown Sex,4
TX_CURR,Rikendo Dispensary,Ibeno Ward,Nyaribari Chache Sub County,Kisii County,b5FMzkfa0be,Yf1BiWq71NE,15+ | Female,33
TX_CURR,Chebiemit Sub county Hospital,Moiben/Kuserwo Ward,Marakwet West Sub County,Elgeyo Marakwet County,U0ZQeXc1U2s,Yf1BiWq71NE,15+ | Female,3
TX_CURR,Chebiemit Sub county Hospital,Moiben/Kuserwo Ward,Marakwet West Sub County,Elgeyo Marakwet County,U0ZQeXc1U2s,XX7hDj6iz0D,15+ | Male,4
TX_CURR,Chebiemit Sub county Hospital,Moiben/Kuserwo Ward,Marakwet West Sub County,Elgeyo Marakwet County,U0ZQeXc1U2s,Yf1BiWq71NE,15+ | Female,6
TX_CURR,Chebiemit Sub county Hospital,Moiben/Kuserwo Ward,Marakwet West Sub County,Elgeyo Marakwet County,U0ZQeXc1U2s,chrwpNxHlQQ,<15 | Female,1
TX_CURR,Chebiemit Sub county Hospital,Moiben/Kuserwo Ward,Marakwet West Sub County,Elgeyo Marakwet County,U0ZQeXc1U2s,zHSL7ATXJib,<15 | Male,4
TX_CURR,Chebiemit Sub county Hospital,Moiben/Kuserwo Ward,Marakwet West Sub County,Elgeyo Marakwet County,U0ZQeXc1U2s,XX7hDj6iz0D,15+ | Male,3
TX_CURR,Chebiemit Sub county Hospital,Moiben/Kuserwo Ward,Marakwet West Sub County,Elgeyo Marakwet County,U0ZQeXc1U2s,XX7hDj6iz0D,15+ | Male,40
TX_CURR,Chebiemit Sub county Hospital,Moiben/Kuserwo Ward,Marakwet West Sub County,Elgeyo Marakwet County,U0ZQeXc1U2s,uURluLqPIJ5,<15 | Unknown Sex,4
TX_CURR,Chebiemit Sub county Hospital,Moiben/Kuserwo Ward,Marakwet West Sub County,Elgeyo Marakwet County,U0ZQeXc1U2s,Yf1BiWq71NE,15+ | Female,105
TX_CURR,Kisiiki Dispensary,Ndalani Ward,Yatta Sub County,Machakos County,icRGr6Qo8Hw,Yf1BiWq71NE,15+ | Female,9
TX_CURR,Kisiiki Dispensary,Ndalani Ward,Yatta Sub County,Machakos County,icRGr6Qo8Hw,XX7hDj6iz0D,15+ | Male,2
TX_CURR,Kisiiki Dispensary,Ndalani Ward,Yatta Sub County,Machakos County,icRGr6Qo8Hw,Yf1BiWq71NE,15+ | Female,4
TX_CURR,Kisiiki Dispensary,Ndalani Ward,Yatta Sub County,Machakos County,icRGr6Qo8Hw,chrwpNxHlQQ,<15 | Female,11
TX_CURR,Kisiiki Dispensary,Ndalani Ward,Yatta Sub County,Machakos County,icRGr6Qo8Hw,zHSL7ATXJib,<15 | Male,8
TX_CURR,Kisiiki Dispensary,Ndalani Ward,Yatta Sub County,Machakos County,icRGr6Qo8Hw,XX7hDj6iz0D,15+ | Male,2
TX_CURR,Kisiiki Dispensary,Ndalani Ward,Yatta Sub County,Machakos County,icRGr6Qo8Hw,XX7hDj6iz0D,15+ | Male,74
TX_CURR,Kisiiki Dispensary,Ndalani Ward,Yatta Sub County,Machakos County,icRGr6Qo8Hw,uURluLqPIJ5,<15 | Unknown Sex,12
TX_CURR,Kisiiki Dispensary,Ndalani Ward,Yatta Sub County,Machakos County,icRGr6Qo8Hw,Yf1BiWq71NE,15+ | Female,169
TX_CURR,Magenche Health Centre,Magenche Ward,Bomachoge Borabu Sub County,Kisii County,dN5hPeqdtxN,Yf1BiWq71NE,15+ | Female,16
TX_CURR,Magenche Health Centre,Magenche Ward,Bomachoge Borabu Sub County,Kisii County,dN5hPeqdtxN,XX7hDj6iz0D,15+ | Male,4
TX_CURR,Magenche Health Centre,Magenche Ward,Bomachoge Borabu Sub County,Kisii County,dN5hPeqdtxN,Yf1BiWq71NE,15+ | Female,27
TX_CURR,Magenche Health Centre,Magenche Ward,Bomachoge Borabu Sub County,Kisii County,dN5hPeqdtxN,chrwpNxHlQQ,<15 | Female,11
TX_CURR,Magenche Health Centre,Magenche Ward,Bomachoge Borabu Sub County,Kisii County,dN5hPeqdtxN,zHSL7ATXJib,<15 | Male,4
TX_CURR,Magenche Health Centre,Magenche Ward,Bomachoge Borabu Sub County,Kisii County,dN5hPeqdtxN,XX7hDj6iz0D,15+ | Male,7
TX_CURR,Magenche Health Centre,Magenche Ward,Bomachoge Borabu Sub County,Kisii County,dN5hPeqdtxN,XX7hDj6iz0D,15+ | Male,81
TX_CURR,Magenche Health Centre,Magenche Ward,Bomachoge Borabu Sub County,Kisii County,dN5hPeqdtxN,uURluLqPIJ5,<15 | Unknown Sex,14
TX_CURR,Magenche Health Centre,Magenche Ward,Bomachoge Borabu Sub County,Kisii County,dN5hPeqdtxN,Yf1BiWq71NE,15+ | Female,205
TX_CURR,Mwihila Mission Hospital,Kisa North Ward,Khwisero Sub County,Kakamega County,ohaISEin0tS,Yf1BiWq71NE,15+ | Female,1
TX_CURR,Mwihila Mission Hospital,Kisa North Ward,Khwisero Sub County,Kakamega County,ohaISEin0tS,Yf1BiWq71NE,15+ | Female,2
TX_CURR,Mwihila Mission Hospital,Kisa North Ward,Khwisero Sub County,Kakamega County,ohaISEin0tS,chrwpNxHlQQ,<15 | Female,1
TX_CURR,Mwihila Mission Hospital,Kisa North Ward,Khwisero Sub County,Kakamega County,ohaISEin0tS,XX7hDj6iz0D,15+ | Male,1
TX_CURR,Mwihila Mission Hospital,Kisa North Ward,Khwisero Sub County,Kakamega County,ohaISEin0tS,XX7hDj6iz0D,15+ | Male,14
TX_CURR,Mwihila Mission Hospital,Kisa North Ward,Khwisero Sub County,Kakamega County,ohaISEin0tS,uURluLqPIJ5,<15 | Unknown Sex,2
TX_CURR,Mwihila Mission Hospital,Kisa North Ward,Khwisero Sub County,Kakamega County,ohaISEin0tS,Yf1BiWq71NE,15+ | Female,38
TX_CURR,Molo District Hospital,Molo Ward,Molo Sub County,Nakuru County,bDDi2ivvxUZ,Yf1BiWq71NE,15+ | Female,30
TX_CURR,Molo District Hospital,Molo Ward,Molo Sub County,Nakuru County,bDDi2ivvxUZ,XX7hDj6iz0D,15+ | Male,19
TX_CURR,Molo District Hospital,Molo Ward,Molo Sub County,Nakuru County,bDDi2ivvxUZ,Yf1BiWq71NE,15+ | Female,33
TX_CURR,Molo District Hospital,Molo Ward,Molo Sub County,Nakuru County,bDDi2ivvxUZ,chrwpNxHlQQ,<15 | Female,36
TX_CURR,Molo District Hospital,Molo Ward,Molo Sub County,Nakuru County,bDDi2ivvxUZ,zHSL7ATXJib,<15 | Male,26
TX_CURR,Molo District Hospital,Molo Ward,Molo Sub County,Nakuru County,bDDi2ivvxUZ,XX7hDj6iz0D,15+ | Male,37
TX_CURR,Molo District Hospital,Molo Ward,Molo Sub County,Nakuru County,bDDi2ivvxUZ,XX7hDj6iz0D,15+ | Male,498
TX_CURR,Molo District Hospital,Molo Ward,Molo Sub County,Nakuru County,bDDi2ivvxUZ,uURluLqPIJ5,<15 | Unknown Sex,43
TX_CURR,Molo District Hospital,Molo Ward,Molo Sub County,Nakuru County,bDDi2ivvxUZ,Yf1BiWq71NE,15+ | Female,1120
TX_CURR,Kenya Ports Authority Medical Clinic,Shimanzi/Ganjoni Ward,Mvita Sub County,Mombasa County,Qcjh9EmvZVw,Yf1BiWq71NE,15+ | Female,7
TX_CURR,Kenya Ports Authority Medical Clinic,Shimanzi/Ganjoni Ward,Mvita Sub County,Mombasa County,Qcjh9EmvZVw,XX7hDj6iz0D,15+ | Male,4
TX_CURR,Kenya Ports Authority Medical Clinic,Shimanzi/Ganjoni Ward,Mvita Sub County,Mombasa County,Qcjh9EmvZVw,zHSL7ATXJib,<15 | Male,4
TX_CURR,Kenya Ports Authority Medical Clinic,Shimanzi/Ganjoni Ward,Mvita Sub County,Mombasa County,Qcjh9EmvZVw,XX7hDj6iz0D,15+ | Male,3
TX_CURR,Kenya Ports Authority Medical Clinic,Shimanzi/Ganjoni Ward,Mvita Sub County,Mombasa County,Qcjh9EmvZVw,XX7hDj6iz0D,15+ | Male,203
TX_CURR,Kenya Ports Authority Medical Clinic,Shimanzi/Ganjoni Ward,Mvita Sub County,Mombasa County,Qcjh9EmvZVw,uURluLqPIJ5,<15 | Unknown Sex,3
TX_CURR,Kenya Ports Authority Medical Clinic,Shimanzi/Ganjoni Ward,Mvita Sub County,Mombasa County,Qcjh9EmvZVw,Yf1BiWq71NE,15+ | Female,215
TX_CURR,Buburi Community Health Clinic,Ageng'a Nanguba Ward,Samia Sub County,Busia County,ZbpfxijngHi,Yf1BiWq71NE,15+ | Female,3
TX_CURR,Buburi Community Health Clinic,Ageng'a Nanguba Ward,Samia Sub County,Busia County,ZbpfxijngHi,Yf1BiWq71NE,15+ | Female,4
TX_CURR,Buburi Community Health Clinic,Ageng'a Nanguba Ward,Samia Sub County,Busia County,ZbpfxijngHi,XX7hDj6iz0D,15+ | Male,1
TX_CURR,Buburi Community Health Clinic,Ageng'a Nanguba Ward,Samia Sub County,Busia County,ZbpfxijngHi,XX7hDj6iz0D,15+ | Male,54
TX_CURR,Buburi Community Health Clinic,Ageng'a Nanguba Ward,Samia Sub County,Busia County,ZbpfxijngHi,uURluLqPIJ5,<15 | Unknown Sex,10
TX_CURR,Buburi Community Health Clinic,Ageng'a Nanguba Ward,Samia Sub County,Busia County,ZbpfxijngHi,Yf1BiWq71NE,15+ | Female,85
TX_CURR,Kager Dispensary,Kochia Ward,Rangwe Sub County,Homa Bay County,LOUoTubSEq7,Yf1BiWq71NE,15+ | Female,1
TX_CURR,Kager Dispensary,Kochia Ward,Rangwe Sub County,Homa Bay County,LOUoTubSEq7,XX7hDj6iz0D,15+ | Male,2
TX_CURR,Kager Dispensary,Kochia Ward,Rangwe Sub County,Homa Bay County,LOUoTubSEq7,Yf1BiWq71NE,15+ | Female,13
TX_CURR,Kager Dispensary,Kochia Ward,Rangwe Sub County,Homa Bay County,LOUoTubSEq7,chrwpNxHlQQ,<15 | Female,3
TX_CURR,Kager Dispensary,Kochia Ward,Rangwe Sub County,Homa Bay County,LOUoTubSEq7,zHSL7ATXJib,<15 | Male,6
TX_CURR,Kager Dispensary,Kochia Ward,Rangwe Sub County,Homa Bay County,LOUoTubSEq7,XX7hDj6iz0D,15+ | Male,1
TX_CURR,Kager Dispensary,Kochia Ward,Rangwe Sub County,Homa Bay County,LOUoTubSEq7,XX7hDj6iz0D,15+ | Male,49
TX_CURR,Kager Dispensary,Kochia Ward,Rangwe Sub County,Homa Bay County,LOUoTubSEq7,uURluLqPIJ5,<15 | Unknown Sex,15
TX_CURR,Kager Dispensary,Kochia Ward,Rangwe Sub County,Homa Bay County,LOUoTubSEq7,Yf1BiWq71NE,15+ | Female,153
TX_CURR,Kivaani Health Centre,Kangundo East Ward,Kangundo Sub County,Machakos County,LU9bf28GZWK,Yf1BiWq71NE,15+ | Female,2
